;;;;;
Function;FunctionGroup;Process;Invocation;Exclusive Time;Inclusive Time
MAIN__;Application;Process 24;1;1.109175;1243.806921
MAIN__;Application;Process 25;1;1.120984;1243.810175
MAIN__;Application;Process 26;1;1.086641;1243.804553
MAIN__;Application;Process 27;1;1.068434;1243.702282
MAIN__;Application;Process 28;1;1.294754;1243.722608
MAIN__;Application;Process 29;1;1.199364;1243.820667
MAIN__;Application;Process 30;1;1.049706;1243.828559
MAIN__;Application;Process 31;1;1.147838;1243.422330
MPI_Bcast;MPI;Process 0;150;230.073968;230.073968
MPI_Bcast;MPI;Process 1;150;242.148759;242.148759
MPI_Bcast;MPI;Process 2;150;246.822633;246.822633
MPI_Bcast;MPI;Process 3;150;246.607479;246.607479
MPI_Bcast;MPI;Process 4;150;242.623511;242.623511
MPI_Bcast;MPI;Process 5;150;244.516913;244.516913
MPI_Bcast;MPI;Process 6;150;238.545906;238.545906
MPI_Bcast;MPI;Process 7;150;238.158565;238.158565
MPI_Bcast;MPI;Process 8;150;246.051470;246.051470
MPI_Bcast;MPI;Process 9;150;240.206139;240.206139
MPI_Bcast;MPI;Process 10;150;246.824470;246.824470
MPI_Bcast;MPI;Process 11;150;245.593595;245.593595
MPI_Bcast;MPI;Process 12;150;244.433147;244.433147
MPI_Bcast;MPI;Process 13;150;246.595739;246.595739
MPI_Bcast;MPI;Process 14;150;242.243734;242.243734
MPI_Bcast;MPI;Process 15;150;240.214599;240.214599
MPI_Bcast;MPI;Process 16;150;243.582954;243.582954
MPI_Bcast;MPI;Process 17;150;247.782579;247.782579
MPI_Bcast;MPI;Process 18;150;245.690780;245.690780
MPI_Bcast;MPI;Process 19;150;244.299634;244.299634
MPI_Bcast;MPI;Process 20;150;247.467337;247.467337
MPI_Bcast;MPI;Process 21;150;242.509840;242.509840
MPI_Bcast;MPI;Process 22;150;243.391257;243.391257
MPI_Bcast;MPI;Process 23;150;240.831274;240.831274
MPI_Bcast;MPI;Process 24;150;248.481888;248.481888
MPI_Bcast;MPI;Process 25;150;239.906317;239.906317
MPI_Bcast;MPI;Process 26;150;240.685625;240.685625
MPI_Bcast;MPI;Process 27;150;242.086038;242.086038
MPI_Bcast;MPI;Process 28;150;246.096297;246.096297
MPI_Bcast;MPI;Process 29;150;250.656257;250.656257
MPI_Bcast;MPI;Process 30;150;243.080572;243.080572
MPI_Bcast;MPI;Process 31;150;240.697634;240.697634
MPI_Comm_rank;MPI;Process 0;1;0.000001;0.000001
MPI_Comm_rank;MPI;Process 1;1;0.000003;0.000003
MPI_Comm_rank;MPI;Process 2;1;0.000002;0.000002
MPI_Comm_rank;MPI;Process 3;1;0.000001;0.000001
MPI_Comm_rank;MPI;Process 4;1;0.000003;0.000003
MPI_Comm_rank;MPI;Process 5;1;0.000002;0.000002
MPI_Comm_rank;MPI;Process 6;1;0.000001;0.000001
MPI_Comm_rank;MPI;Process 7;1;0.000002;0.000002
MPI_Comm_rank;MPI;Process 8;1;0.000001;0.000001
MPI_Comm_rank;MPI;Process 9;1;0.000002;0.000002
MPI_Comm_rank;MPI;Process 10;1;0.000001;0.000001
MPI_Comm_rank;MPI;Process 11;1;0.000002;0.000002
MPI_Comm_rank;MPI;Process 12;1;0.000002;0.000002
MPI_Comm_rank;MPI;Process 13;1;0.000001;0.000001
MPI_Comm_rank;MPI;Process 14;1;0.000002;0.000002
MPI_Comm_rank;MPI;Process 15;1;0.000001;0.000001
MPI_Comm_rank;MPI;Process 16;1;0.000002;0.000002
MPI_Comm_rank;MPI;Process 17;1;0.000003;0.000003
MPI_Comm_rank;MPI;Process 18;1;0.000002;0.000002
MPI_Comm_rank;MPI;Process 19;1;0.000001;0.000001
MPI_Comm_rank;MPI;Process 20;1;0.000002;0.000002
MPI_Comm_rank;MPI;Process 21;1;0.000002;0.000002
MPI_Comm_rank;MPI;Process 22;1;0.000002;0.000002
MPI_Comm_rank;MPI;Process 23;1;0.000001;0.000001
MPI_Comm_rank;MPI;Process 24;1;0.000002;0.000002
MPI_Comm_rank;MPI;Process 25;1;0.000001;0.000001
MPI_Comm_rank;MPI;Process 26;1;0.000002;0.000002
MPI_Comm_rank;MPI;Process 27;1;0.000001;0.000001
MPI_Comm_rank;MPI;Process 28;1;0.000002;0.000002
MPI_Comm_rank;MPI;Process 29;1;0.000003;0.000003
MPI_Comm_rank;MPI;Process 30;1;0.000001;0.000001
MPI_Comm_rank;MPI;Process 31;1;0.000001;0.000001
MPI_Comm_size;MPI;Process 0;1;0.000000;0.000000
MPI_Comm_size;MPI;Process 1;1;0.000000;0.000000
MPI_Comm_size;MPI;Process 2;1;0.000000;0.000000
MPI_Comm_size;MPI;Process 3;1;0.000000;0.000000
MPI_Comm_size;MPI;Process 4;1;0.000000;0.000000
MPI_Comm_size;MPI;Process 5;1;0.000000;0.000000
MPI_Comm_size;MPI;Process 6;1;0.000000;0.000000
MPI_Comm_size;MPI;Process 7;1;0.000000;0.000000
MPI_Comm_size;MPI;Process 8;1;0.000000;0.000000
MPI_Comm_size;MPI;Process 9;1;0.000000;0.000000
MPI_Comm_size;MPI;Process 10;1;0.000000;0.000000
MPI_Comm_size;MPI;Process 11;1;0.000000;0.000000
MPI_Comm_size;MPI;Process 12;1;0.000000;0.000000
MPI_Comm_size;MPI;Process 13;1;0.000000;0.000000
MPI_Comm_size;MPI;Process 14;1;0.000000;0.000000
MPI_Comm_size;MPI;Process 15;1;0.000000;0.000000
MPI_Comm_size;MPI;Process 16;1;0.000000;0.000000
MPI_Comm_size;MPI;Process 17;1;0.000000;0.000000
MPI_Comm_size;MPI;Process 18;1;0.000000;0.000000
MPI_Comm_size;MPI;Process 19;1;0.000000;0.000000
MPI_Comm_size;MPI;Process 20;1;0.000000;0.000000
MPI_Comm_size;MPI;Process 21;1;0.000000;0.000000
MPI_Comm_size;MPI;Process 22;1;0.000000;0.000000
MPI_Comm_size;MPI;Process 23;1;0.000000;0.000000
MPI_Comm_size;MPI;Process 24;1;0.000000;0.000000
MPI_Comm_size;MPI;Process 25;1;0.000000;0.000000
MPI_Comm_size;MPI;Process 26;1;0.000000;0.000000
MPI_Comm_size;MPI;Process 27;1;0.000000;0.000000
MPI_Comm_size;MPI;Process 28;1;0.000000;0.000000
MPI_Comm_size;MPI;Process 29;1;0.000000;0.000000
MPI_Comm_size;MPI;Process 30;1;0.000000;0.000000
MPI_Comm_size;MPI;Process 31;1;0.000000;0.000000
MPI_Finalize;MPI;Process 0;1;0.003883;0.023942
MPI_Finalize;MPI;Process 1;1;0.003947;0.115528
MPI_Finalize;MPI;Process 2;1;0.003752;0.075158
MPI_Finalize;MPI;Process 3;1;0.003414;0.094273
MPI_Finalize;MPI;Process 4;1;0.004754;0.124185
MPI_Finalize;MPI;Process 5;1;0.003607;0.051908
MPI_Finalize;MPI;Process 6;1;0.003292;0.071587
MPI_Finalize;MPI;Process 7;1;0.003782;0.054787
MPI_Finalize;MPI;Process 8;1;0.003559;0.044493
MPI_Finalize;MPI;Process 9;1;0.003840;0.066951
MPI_Finalize;MPI;Process 10;1;0.003385;0.125966
MPI_Finalize;MPI;Process 11;1;0.003633;0.116299
MPI_Finalize;MPI;Process 12;1;0.003914;0.105201
MPI_Finalize;MPI;Process 13;1;0.003684;0.117368
MPI_Finalize;MPI;Process 14;1;0.003611;0.086626
MPI_Finalize;MPI;Process 15;1;0.003307;0.068928
MPI_Finalize;MPI;Process 16;1;0.003554;0.114949
MPI_Finalize;MPI;Process 17;1;0.003954;0.131404
MPI_Finalize;MPI;Process 18;1;0.003639;0.105467
MPI_Finalize;MPI;Process 19;1;0.003404;0.090845
MPI_Finalize;MPI;Process 20;1;0.003949;0.126876
MPI_Finalize;MPI;Process 21;1;0.003663;0.076386
MPI_Finalize;MPI;Process 22;1;0.003677;0.080237
MPI_Finalize;MPI;Process 23;1;0.003375;0.060105
MPI_Finalize;MPI;Process 24;1;0.003939;0.123028
MPI_Finalize;MPI;Process 25;1;0.003718;0.134416
MPI_Finalize;MPI;Process 26;1;0.003648;0.050904
MPI_Finalize;MPI;Process 27;1;0.003436;0.063617
MPI_Finalize;MPI;Process 28;1;0.003734;0.111312
MPI_Finalize;MPI;Process 29;1;0.004123;0.070134
MPI_Finalize;MPI;Process 30;1;0.003597;0.065055
MPI_Finalize;MPI;Process 31;1;0.003319;0.043428
MPI_Recv;MPI;Process 0;38400;113.003000;113.088013
MPI_Recv;MPI;Process 1;1472;875.915123;875.915123
MPI_Recv;MPI;Process 2;1324;874.743678;874.751875
MPI_Recv;MPI;Process 3;1349;874.841767;874.853866
MPI_Recv;MPI;Process 4;1500;875.907052;875.930828
MPI_Recv;MPI;Process 5;1501;876.085480;876.093777
MPI_Recv;MPI;Process 6;1350;872.565946;872.578488
MPI_Recv;MPI;Process 7;1200;870.672682;870.686213
MPI_Recv;MPI;Process 8;1359;873.681489;873.696418
MPI_Recv;MPI;Process 9;1350;872.792784;872.801603
MPI_Recv;MPI;Process 10;1350;873.688846;873.701369
MPI_Recv;MPI;Process 11;1350;873.427499;873.436100
MPI_Recv;MPI;Process 12;1350;872.967016;872.975291
MPI_Recv;MPI;Process 13;1350;873.204391;873.219540
MPI_Recv;MPI;Process 14;1350;872.476891;872.484200
MPI_Recv;MPI;Process 15;1350;872.139699;872.154345
MPI_Recv;MPI;Process 16;1650;875.867370;875.877103
MPI_Recv;MPI;Process 17;1501;874.885238;874.910859
MPI_Recv;MPI;Process 18;1350;872.464064;872.471348
MPI_Recv;MPI;Process 19;1350;872.227194;872.240836
MPI_Recv;MPI;Process 20;1367;872.381578;872.389783
MPI_Recv;MPI;Process 21;1350;871.512954;871.526643
MPI_Recv;MPI;Process 22;1350;871.441615;871.449279
MPI_Recv;MPI;Process 23;1350;871.075592;871.089970
MPI_Recv;MPI;Process 24;1352;871.842203;871.850928
MPI_Recv;MPI;Process 25;1348;870.625604;870.639508
MPI_Recv;MPI;Process 26;1350;870.562731;870.571270
MPI_Recv;MPI;Process 27;1350;870.739977;870.754001
MPI_Recv;MPI;Process 28;1650;874.576160;874.586085
MPI_Recv;MPI;Process 29;1527;873.950151;873.975809
MPI_Recv;MPI;Process 30;1350;870.376188;870.383919
MPI_Recv;MPI;Process 31;1350;870.046278;870.061946
MPI_Send;MPI;Process 0;43050;0.075052;0.270346
MPI_Send;MPI;Process 1;1322;0.019767;0.019767
MPI_Send;MPI;Process 2;1174;0.019019;0.049547
MPI_Send;MPI;Process 3;1199;0.020659;0.055329
MPI_Send;MPI;Process 4;1350;0.031707;0.095197
MPI_Send;MPI;Process 5;1351;0.024644;0.055373
MPI_Send;MPI;Process 6;1200;0.023613;0.067068
MPI_Send;MPI;Process 7;1050;0.025466;0.065164
MPI_Send;MPI;Process 8;1209;0.021573;0.058760
MPI_Send;MPI;Process 9;1200;0.022449;0.053913
MPI_Send;MPI;Process 10;1200;0.018209;0.050844
MPI_Send;MPI;Process 11;1200;0.021877;0.049877
MPI_Send;MPI;Process 12;1200;0.021385;0.051866
MPI_Send;MPI;Process 13;1200;0.018433;0.050360
MPI_Send;MPI;Process 14;1200;0.017118;0.045353
MPI_Send;MPI;Process 15;1200;0.021494;0.059550
MPI_Send;MPI;Process 16;1500;0.023266;0.058017
MPI_Send;MPI;Process 17;1351;0.036971;0.095128
MPI_Send;MPI;Process 18;1200;0.019755;0.047501
MPI_Send;MPI;Process 19;1200;0.021858;0.059638
MPI_Send;MPI;Process 20;1217;0.021926;0.055108
MPI_Send;MPI;Process 21;1200;0.020446;0.058521
MPI_Send;MPI;Process 22;1200;0.019261;0.047329
MPI_Send;MPI;Process 23;1200;0.021414;0.058215
MPI_Send;MPI;Process 24;1202;0.022882;0.055750
MPI_Send;MPI;Process 25;1198;0.021906;0.059886
MPI_Send;MPI;Process 26;1200;0.022481;0.051668
MPI_Send;MPI;Process 27;1200;0.018176;0.049217
MPI_Send;MPI;Process 28;1500;0.022947;0.058518
MPI_Send;MPI;Process 29;1377;0.038132;0.097577
MPI_Send;MPI;Process 30;1200;0.019439;0.049571
MPI_Send;MPI;Process 31;1200;0.021718;0.060654
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Process 1;1322;116.970845;117.005280
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Process 2;1174;108.514316;113.667548
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Process 3;1199;99.461906;113.138848
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Process 4;1350;101.897971;116.721094
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Process 5;1351;105.804557;114.689362
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Process 6;1200;118.004504;123.235894
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Process 7;1050;126.456636;126.475149
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Process 8;1209;98.484526;115.063564
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Process 9;1200;100.784599;121.808066
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Process 10;1200;96.115638;114.754970
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Process 11;1200;97.687246;115.831813
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Process 12;1200;103.679639;117.428199
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Process 13;1200;102.001316;115.331058
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Process 14;1200;111.438299;120.611789
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Process 15;1200;104.180152;122.311586
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Process 16;1500;113.404888;115.444913
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Process 17;1351;106.411002;112.511156
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Process 18;1200;114.495169;117.099921
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Process 19;1200;106.360226;118.248072
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Process 20;1217;104.151084;114.914938
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Process 21;1200;102.064638;120.747598
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Process 22;1200;109.351460;120.344892
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Process 23;1200;106.158327;122.794541
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Process 24;1202;111.334883;114.390972
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Process 25;1198;106.270299;124.123937
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Process 26;1200;108.616477;123.543486
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Process 27;1200;106.065449;122.486295
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Process 28;1500;111.270834;114.222432
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Process 29;1377;107.875815;110.602402
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Process 30;1200;111.667241;121.658043
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Process 31;1200;110.807196;123.991442
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Thread 1:1;1322;111.218615;117.542906
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Thread 2:1;1174;112.461433;114.004139
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Thread 3:1;1199;113.681611;113.770178
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Thread 4:1;1350;116.889177;116.905953
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Thread 5:1;1351;114.987074;115.004542
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Thread 6:1;1200;123.744290;123.769665
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Thread 7:1;1050;105.078203;126.713909
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Thread 8:1;1209;115.453535;115.519734
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Thread 9:1;1200;122.229864;122.246824
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Thread 10:1;1200;115.050338;115.075105
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Thread 11:1;1200;116.260633;116.284300
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Thread 12:1;1200;117.848998;117.866460
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Thread 13:1;1200;115.606577;115.620917
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Thread 14:1;1200;120.880067;120.894823
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Thread 15:1;1200;122.807263;122.830042
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Thread 16:1;1500;115.655012;115.669229
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Thread 17:1;1351;112.685814;112.702759
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Thread 18:1;1200;117.402830;117.418142
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Thread 19:1;1200;118.684780;118.702699
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Thread 20:1;1217;115.295002;115.311071
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Thread 21:1;1200;121.180511;121.198196
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Thread 22:1;1200;120.668560;120.697450
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Thread 23:1;1200;123.258177;123.302121
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Thread 24:1;1202;114.802998;114.825607
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Thread 25:1;1198;124.590535;124.608090
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Thread 26:1;1200;124.063160;124.114208
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Thread 27:1;1200;122.762151;122.777272
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Thread 28:1;1500;114.443822;114.467831
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Thread 29:1;1377;110.768006;110.787820
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Thread 30:1;1200;121.957820;121.974478
!$omp do @amspec_mpi.f90:176;OMP-LOOP;Thread 31:1;1200;124.463087;124.479294
!$omp parallel @amspec_mpi.f90:176;OMP;Process 1;1322;0.003934;117.009214
!$omp parallel @amspec_mpi.f90:176;OMP;Process 2;1174;0.003502;113.671049
!$omp parallel @amspec_mpi.f90:176;OMP;Process 3;1199;0.004488;113.143335
!$omp parallel @amspec_mpi.f90:176;OMP;Process 4;1350;0.005108;116.726201
!$omp parallel @amspec_mpi.f90:176;OMP;Process 5;1351;0.004312;114.693674
!$omp parallel @amspec_mpi.f90:176;OMP;Process 6;1200;0.005327;123.241221
!$omp parallel @amspec_mpi.f90:176;OMP;Process 7;1050;0.004229;126.479378
!$omp parallel @amspec_mpi.f90:176;OMP;Process 8;1209;0.003885;115.067449
!$omp parallel @amspec_mpi.f90:176;OMP;Process 9;1200;0.004889;121.812955
!$omp parallel @amspec_mpi.f90:176;OMP;Process 10;1200;0.003545;114.758515
!$omp parallel @amspec_mpi.f90:176;OMP;Process 11;1200;0.004408;115.836221
!$omp parallel @amspec_mpi.f90:176;OMP;Process 12;1200;0.004908;117.433107
!$omp parallel @amspec_mpi.f90:176;OMP;Process 13;1200;0.003747;115.334805
!$omp parallel @amspec_mpi.f90:176;OMP;Process 14;1200;0.003853;120.615642
!$omp parallel @amspec_mpi.f90:176;OMP;Process 15;1200;0.004759;122.316345
!$omp parallel @amspec_mpi.f90:176;OMP;Process 16;1500;0.004293;115.449207
!$omp parallel @amspec_mpi.f90:176;OMP;Process 17;1351;0.005418;112.516574
!$omp parallel @amspec_mpi.f90:176;OMP;Process 18;1200;0.003904;117.103825
!$omp parallel @amspec_mpi.f90:176;OMP;Process 19;1200;0.004751;118.252822
!$omp parallel @amspec_mpi.f90:176;OMP;Process 20;1217;0.004585;114.919523
!$omp parallel @amspec_mpi.f90:176;OMP;Process 21;1200;0.004689;120.752288
!$omp parallel @amspec_mpi.f90:176;OMP;Process 22;1200;0.003914;120.348805
!$omp parallel @amspec_mpi.f90:176;OMP;Process 23;1200;0.004826;122.799366
!$omp parallel @amspec_mpi.f90:176;OMP;Process 24;1202;0.005121;114.396092
!$omp parallel @amspec_mpi.f90:176;OMP;Process 25;1198;0.004742;124.128679
!$omp parallel @amspec_mpi.f90:176;OMP;Process 26;1200;0.004314;123.547800
!$omp parallel @amspec_mpi.f90:176;OMP;Process 27;1200;0.003674;122.489970
!$omp parallel @amspec_mpi.f90:176;OMP;Process 28;1500;0.004370;114.226802
!$omp parallel @amspec_mpi.f90:176;OMP;Process 29;1377;0.005071;110.607473
!$omp parallel @amspec_mpi.f90:176;OMP;Process 30;1200;0.003647;121.661690
!$omp parallel @amspec_mpi.f90:176;OMP;Process 31;1200;0.004628;123.996070
!$omp parallel @amspec_mpi.f90:176;OMP;Thread 1:1;1322;0.004255;117.547161
!$omp parallel @amspec_mpi.f90:176;OMP;Thread 2:1;1174;0.004693;114.008832
!$omp parallel @amspec_mpi.f90:176;OMP;Thread 3:1;1199;0.007040;113.777218
!$omp parallel @amspec_mpi.f90:176;OMP;Thread 4:1;1350;0.006193;116.912146
!$omp parallel @amspec_mpi.f90:176;OMP;Thread 5:1;1351;0.004584;115.009127
!$omp parallel @amspec_mpi.f90:176;OMP;Thread 6:1;1200;0.006415;123.776080
!$omp parallel @amspec_mpi.f90:176;OMP;Thread 7:1;1050;0.005376;126.719285
!$omp parallel @amspec_mpi.f90:176;OMP;Thread 8:1;1209;0.006268;115.526003
!$omp parallel @amspec_mpi.f90:176;OMP;Thread 9:1;1200;0.007033;122.253858
!$omp parallel @amspec_mpi.f90:176;OMP;Thread 10:1;1200;0.005345;115.080450
!$omp parallel @amspec_mpi.f90:176;OMP;Thread 11:1;1200;0.005820;116.290120
!$omp parallel @amspec_mpi.f90:176;OMP;Thread 12:1;1200;0.007650;117.874110
!$omp parallel @amspec_mpi.f90:176;OMP;Thread 13:1;1200;0.005097;115.626014
!$omp parallel @amspec_mpi.f90:176;OMP;Thread 14:1;1200;0.006752;120.901575
!$omp parallel @amspec_mpi.f90:176;OMP;Thread 15:1;1200;0.006290;122.836332
!$omp parallel @amspec_mpi.f90:176;OMP;Thread 16:1;1500;0.005706;115.674935
!$omp parallel @amspec_mpi.f90:176;OMP;Thread 17:1;1351;0.005836;112.708594
!$omp parallel @amspec_mpi.f90:176;OMP;Thread 18:1;1200;0.005578;117.423719
!$omp parallel @amspec_mpi.f90:176;OMP;Thread 19:1;1200;0.006301;118.709000
!$omp parallel @amspec_mpi.f90:176;OMP;Thread 20:1;1217;0.007411;115.318481
!$omp parallel @amspec_mpi.f90:176;OMP;Thread 21:1;1200;0.006391;121.204587
!$omp parallel @amspec_mpi.f90:176;OMP;Thread 22:1;1200;0.005965;120.703415
!$omp parallel @amspec_mpi.f90:176;OMP;Thread 23:1;1200;0.007233;123.309354
!$omp parallel @amspec_mpi.f90:176;OMP;Thread 24:1;1202;0.007096;114.832702
!$omp parallel @amspec_mpi.f90:176;OMP;Thread 25:1;1198;0.006767;124.614857
!$omp parallel @amspec_mpi.f90:176;OMP;Thread 26:1;1200;0.005921;124.120128
!$omp parallel @amspec_mpi.f90:176;OMP;Thread 27:1;1200;0.006457;122.783729
!$omp parallel @amspec_mpi.f90:176;OMP;Thread 28:1;1500;0.005119;114.472950
!$omp parallel @amspec_mpi.f90:176;OMP;Thread 29:1;1377;0.007097;110.794917
!$omp parallel @amspec_mpi.f90:176;OMP;Thread 30:1;1200;0.006347;121.980825
!$omp parallel @amspec_mpi.f90:176;OMP;Thread 31:1;1200;0.006143;124.485437
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Process 1;1322;0.034435;0.034435
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Process 2;1174;5.153232;5.153232
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Process 3;1199;13.676941;13.676941
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Process 4;1350;14.823123;14.823123
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Process 5;1351;8.884805;8.884805
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Process 6;1200;5.231390;5.231390
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Process 7;1050;0.018513;0.018513
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Process 8;1209;16.579038;16.579038
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Process 9;1200;21.023467;21.023467
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Process 10;1200;18.639332;18.639332
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Process 11;1200;18.144567;18.144567
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Process 12;1200;13.748560;13.748560
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Process 13;1200;13.329742;13.329742
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Process 14;1200;9.173490;9.173490
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Process 15;1200;18.131434;18.131434
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Process 16;1500;2.040025;2.040025
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Process 17;1351;6.100153;6.100153
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Process 18;1200;2.604753;2.604753
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Process 19;1200;11.887845;11.887845
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Process 20;1217;10.763853;10.763853
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Process 21;1200;18.682960;18.682960
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Process 22;1200;10.993431;10.993431
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Process 23;1200;16.636213;16.636213
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Process 24;1202;3.056089;3.056089
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Process 25;1198;17.853638;17.853638
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Process 26;1200;14.927009;14.927009
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Process 27;1200;16.420846;16.420846
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Process 28;1500;2.951597;2.951597
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Process 29;1377;2.726588;2.726588
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Process 30;1200;9.990802;9.990802
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Process 31;1200;13.184245;13.184245
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Thread 1:1;1322;6.324291;6.324291
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Thread 2:1;1174;1.542706;1.542706
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Thread 3:1;1199;0.088566;0.088566
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Thread 4:1;1350;0.016776;0.016776
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Thread 5:1;1351;0.017468;0.017468
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Thread 6:1;1200;0.025375;0.025375
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Thread 7:1;1050;21.635707;21.635707
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Thread 8:1;1209;0.066199;0.066199
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Thread 9:1;1200;0.016960;0.016960
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Thread 10:1;1200;0.024767;0.024767
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Thread 11:1;1200;0.023667;0.023667
!$omp ibarrier @amspec_mpi.f90:191;OMP-SYNC;Thread 12:1;1200;0.017462;0.017462
